,lemma,Type,id
838,வித்த,Adjectives,2838
839,சிறப்பி,Verb,2839
840,ஆனது,Verb,2840
841,சுமார்,Adverb,2841
842,மேலான,Adjectives,2842
843,ஒட்டுமொத்தம்,Adjectives,2843
844,கேவலப்படுத்து,Verb,2844
845,அத்துடன்,Adverb,2845
846,பிறர்,Noun,2846
847,துன்பம்,Noun,2847
848,இன்பம்,Noun,2848
849,காணு,Adjectives,2849
850,கொடூரம்,Adjectives,2850
851,வன்மம்,Noun,2851
852,வக்கிரபுத்தி,Noun,2852
853,இதன்மூலம்,Adverb,2853
854,வெளிப்படுத்து,Verb,2854
855,சிங்கள,Noun,2855
856,மரபு,Noun,2856
857,மீறு,Verb,2857
858,மனிதநேயம்,Noun,2858
859,இழை,Verb,2859
860,ஜனநாயகம்,Noun,2860
861,கண்டி,Verb,2861
862,நேர்மாறு,Adverb,2862
863,குற்றவாளி,Noun,2863
864,சிவப்பு,Noun,2864
865,கம்பளம்,Noun,2865
866,விரி,Verb,2866
867,அத்தகைய,Adjectives,2867
868,பங்களிப்பு,Noun,2868
869,உறுதிப்படுத்து,Verb,2869
870,போக்கு,Noun,2870
871,வன்மை,Adverb,2871
872,உடனடியாக,Adverb,2872
873,கைவிடு,Verb,2873
874,வற்புறுத்து,Verb,2874
875,உறுப்பினர்,Noun,2875
876,தமிழினம்,Noun,2876
877,விரோதம்,Noun,2877
878,அவ்விழா,Noun,2878
879,ஒற்றுமை,Noun,2879
880,கர்நாடகம்,Noun,2880
881,குடியரசு,Noun,2881
882,அமல்படுத்து,Verb,2882
883,கழகம்,Noun,2883
884,நிரூபி,Verb,2884
885,சுயேட்சை,Noun,2885
886,தகுதி,Noun,2886
887,நீக்கம்,Noun,2887
888,தாவல்,Noun,2888
889,கொறடா,Noun,2889
890,வாக்களி,Adjectives,2890
891,குரல்,Noun,2891
892,வாக்கெடுப்பு,Noun,2892
893,செயல்,Noun,2893
894,சட்டப்பேரவை,Noun,2894
895,அமளி,Noun,2895
896,அடிதடி,Noun,2896
897,கூச்சல்,Noun,2897
898,மிகப்பெரிய,Adjectives,2898
899,களங்கம்,Noun,2899
900,உண்டாகு,Adjectives,2900
901,அவமானம்,Noun,2901
902,நீக்கு,Verb,2902
903,நிறுவனம்,Noun,2903
904,நச்சுத்தன்மை,Noun,2904
905,கழிவு,Noun,2905
906,நீர்,Noun,2906
907,கல்,Verb,2907
908,மறுநாள்,Adverb,2908
909,திருவொற்றியூர்,Noun,2909
910,ஆர்ப்பாட்டம்,Noun,2910
911,அக்கட்சி,Noun,2911
912,வாழு,Adjectives,2912
913,ஆபத்து,Noun,2913
914,ஒட்டு,Verb,2914
915,60,Numerals,2915
916,தொழில்,Noun,2916
917,ஆலை,Noun,2917
918,வெளியேற்று,Adjectives,2918
919,நச்சு,Noun,2919
920,தன்மை,Noun,2920
921,ரசாயனம்,Noun,2921
922,குழாய்,Noun,2922
923,வேலை,Noun,2923
924,மும்முரம்,Adverb,2924
925,நட,Verb,2925
926,பெரிய,Adjectives,2926
927,சாமியிடம்,Noun,2927
928,அப்பகுதி,Noun,2928
929,மேற்படி,Adverb,2929
930,உற்பத்தி,Noun,2930
931,மடி,Adjectives,2931
932,சூழ்நிலை,Noun,2932
933,முற்றிலும்,Adverb,2933
934,தடைபடு,Verb,2934
935,சாமி,Noun,2935
936,தடு,Verb,2936
937,நிறுத்து,Verb,2937
938,வலியுறுத்து,Verb,2938
939,14.10.2010,Numerals,2939
940,வியாழன்,Noun,2940
941,கிழமை,Noun,2941
942,இலக்கியம்,Noun,2942
943,கண்டன,Noun,2943
944,தீவிரவாதி,Noun,2944
945,மாகாணம்,Noun,2945
946,கேல்,Noun,2946
947,வாகனம்,Noun,2947
948,வீசு,Adjectives,2948
949,ராக்கெட்,Noun,2949
950,தாக்கு,Verb,2950
951,சாலையோரம்,Noun,2951
952,கிட,Adjectives,2952
953,ஏறு,Verb,2953
954,சாலை,Noun,2954
955,வன்முறை,Noun,2955
956,பலியாகு,Adjectives,2956
957,நாள்தோறும்,Adverb,2957
958,2010,Numerals,2958
959,ஜனவரி,Noun,2959
960,ஜூன்,Noun,2960
961,மட்டும்,Adverb,2961
962,1200க்க்,Numerals,2962
963,2000,Numerals,2963
964,மோது,Verb,2964
965,37,Numerals,2965
966,தானியங்கி,Noun,2966
967,இறஙு,Verb,2967
968,எச்சரிக்கை,Noun,2968
969,ஒலி,Noun,2969
970,கண்டுகொள்,Verb,2970
971,ஓட்டுநர்,Noun,2971
972,பஸ்,Noun,2972
973,கட,Verb,2973
974,ஓட்டு,Verb,2974
975,முயல்,Verb,2975
976,பயங்கரம்,Adjectives,2976
977,வேகம்,Noun,2977
978,பலம்,Adverb,2978
979,விபத்து,Noun,2979
980,அருகு,Noun,2980
981,மருத்துவமனை,Noun,2981
982,சிலர்,Noun,2982
983,கவலைக்கிடம்,Noun,2983
984,பணியாளர்,Noun,2984
985,கொலை,Noun,2985
986,மிரட்டல்,Noun,2986
987,மாநகரம்,Noun,2987
988,அக்டோபர்,Noun,2988
989,18-ல்,Numerals,2989
990,10-க்க்,Numerals,2990
991,கடிதம்,Noun,2991
992,தனிப்பிரிவு,Noun,2992
993,திங்கள்கிழமை,Noun,2993
994,அடிக்கடி,Adverb,2994
995,தொந்தரவு,Noun,2995
996,சுற்று,Verb,2996
997,நபர்,Noun,2997
998,ஊடுருவு,Verb,2998
999,வெளியே,Adverb,2999
1000,காவல்துறை,Noun,3000
1001,உள்பட,Adjectives,3001
1002,சீரமைப்பு,Noun,3002
1003,தளம்,Noun,3003
1004,தன்னார்வம்,Noun,3004
1005,தொண்டு,Noun,3005
1006,ஞாயிற்றுக்கிழமை,Noun,3006
1007,தாக்குதல்,Noun,3007
1008,தொடர்பாளர்,Noun,3008
1009,வெளிவரு,Adjectives,3009
1010,பேட்டி,Noun,3010
1011,கவுன்சில்,Noun,3011
1012,அந்தஸ்து,Noun,3012
1013,உறுதியாகு,Verb,3013
1014,ஏறக்குறைய,Adverb,3014
1015,19,Numerals,3015
1016,இடைவெளி,Noun,3016
1017,நிரந்தரம்,Noun,3017
1018,அல்,Adjectives,3018
1019,உறுப்பு,Noun,3019
1020,இடம்பெறு,Verb,3020
1021,போட்டியிடு,Adjectives,3021
1022,விலகு,Verb,3022
1023,பிரகாசமடை,Verb,3023
1024,பிராந்தியம்,Noun,3024
1025,மேற்கு,Noun,3025
1026,ஐரோப்பா,Noun,3026
1027,ஆப்பிரிக்கா,Noun,3027
1028,வளர்,Adjectives,3028
1029,பங்காற்றும்,Verb,3029
1030,மூன்றில்,Numerals,3030
1031,பங்கு,Noun,3031
1032,இதன்படி,Adverb,3032
1033,ஆதரவு,Noun,3033
1034,தேவை,Noun,3034
1035,கடைசி,Adverb,3035
1036,ஆகியவற்றின்,Noun,3036
1037,நிறைவடை,Verb,3037
1038,இதையொட்டி,Adverb,3038
1039,சீர்திருத்தம்,Noun,3039
1040,ஜி-4,Numerals,3040
1041,தேர்ந்தெடு,Adjectives,3041
1042,பதவிக்காலம்,Noun,3042
1043,விவாதி,Verb,3043
1044,உரையாற்று,Adjectives,3044
1045,அவசியம்,Verb,3045
1046,அப்போதுதான்,Adverb,3046
1047,ஒருமி,Adjectives,3047
1048,எட்டு,Verb,3048
1049,உருக்கு,Noun,3049
1050,சங்கம்,Noun,3050
1051,விருது,Noun,3051
1052,டோக்கியோ,Noun,3052
1053,ஓராண்டு,Noun,3053
1054,முதன்,Numerals,3054
1055,இனம்,Adjectives,3055
1056,ரீதி,Noun,3056
1057,வர்ணனையாளர்,Noun,3057
1058,ராஜிநாமா,Noun,3058
1059,நிகழ்ச்சி,Noun,3059
1060,பெயர்,Noun,3060
1061,கேலி,Adverb,3061
1062,உச்சரி,Verb,3062
1063,அவமானப்படுத்து,Adjectives,3063
1064,விதம்,Noun,3064
1065,வருத்தம்,Noun,3065
1066,பேச்சு,Noun,3066
1067,இந்தளவு,Noun,3067
1068,சர்ச்சை,Noun,3068
1069,பெரிது,Adjectives,3069
1070,பய,Verb,3070
1071,வார்த்தை,Noun,3071
1072,மன்து,Noun,3072
1073,புண்படுத்து,Verb,3073
1074,மன்னி,Verb,3074
1075,தடவை,Noun,3075
1076,பழமைவாய்,Adjectives,3076
1077,ஆலயம்,Noun,3077
1078,சிலை,Noun,3078
1079,திருடு,Noun,3079
1080,வசி,Adjectives,3080
1081,ஆயிரக்கணக்கு,Noun,3081
1082,திருப்பு,Verb,3082
1083,கொடுத்திடு,Adjectives,3083
1084,கோயில்,Noun,3084
1085,வேண்டுகோள்,Noun,3085
1086,எவ்விதம்,Adjectives,3086
1087,சன்மானம்,Noun,3087
1088,பித்தளை,Noun,3088
1089,திருடர்,Noun,3089
1090,பழமை,Noun,3090
1091,வாய்,Verb,3091
1092,மட்டுமல்லாது,Adverb,3092
1093,முழுவதும்,Adjectives,3093
1094,வழிபாடு,Noun,3094
1095,பேரவை,Noun,3095
1096,வெற்றிபெறு,Verb,3096
1097,206,Numerals,3097
1098,106,Numerals,3098
1099,எதிராக,Adverb,3099
1100,பதிவாகு,Verb,3100
1101,திங்கட்கிழமையன்று,Noun,3101
1102,எதிர்க்கட்சி,Noun,3102
1103,சுயேச்சை,Noun,3103
1104,அவை,Noun,3104
1105,ஒத்திவை,Verb,3105
1106,மகளிர்,Noun,3106
1107,ஒற்றையர்,Noun,3107
1108,இறுதி,Noun,3108
1109,தோல்வியடை,Verb,3109
1110,19-21,Numerals,3110
1111,புள்ளிக்கணக்கு,Noun,3111
1112,இழ,Adjectives,3112
1113,22-20,Numerals,3113
1114,21-13,Numerals,3114
1115,புள்ளி,Noun,3115
1116,கைப்பற்று,Verb,3116
1117,2-1,Numerals,3117
1118,தா,Adjectives,3118
1119,தங்கப்பதக்கம்,Noun,3119
1120,38-,Numerals,3120
1121,பதக்கப்பட்டியல்,Noun,3121
1122,முன்னேறு,Verb,3122
1123,நூறு,Noun,3123
1124,மேற்பட்டோர்,Noun,3124
1125,இறுதிநாள்,Noun,3125
1126,வருகை,Noun,3126
1127,பல,Adjectives,3127
1128,உருவம்,Noun,3128
1129,பொம்மை,Noun,3129
1130,எரி,Verb,3130
1131,இதேபோல்,Adverb,3131
1132,உருவப்பொம்மை,Noun,3132
1133,படம்,Noun,3133
1134,தேசியக்கொடி,Noun,3134
1135,போன்றவற்றை,Noun,3135
1136,கூட்டப்படு,Adjectives,3136
1137,உயர்நீதிமன்றம்,Noun,3137
1138,தகுதிநீக்கம்,Noun,3138
1139,மனு,Noun,3139
1140,தீர்ப்பளி,Adjectives,3140
1141,கோரு,Adjectives,3141
1142,ஒருவரி,Noun,3142
1143,தீர்மானம்,Noun,3143
1144,டிக்கெட்,Noun,3144
1145,வில்,Verb,3145
1146,தீர்,Verb,3146
1147,15,Numerals,3147
1148,விடுமுறை,Noun,3148
1149,தென்மாவட்டம்,Noun,3149
1150,தேதியன்று,Noun,3150
1151,முன்பதிவு,Noun,3151
1152,காத்திரு,Verb,3152
1153,90,Numerals,3153
1154,முந்தைய,Adjectives,3154
1155,முதல்நாள்,Noun,3155
1156,8,Numerals,3156
1157,வகுப்பு,Noun,3157
1158,படுக்கை,Noun,3158
1159,ஏசி,Noun,3159
1160,வேலைநிறுத்தம்,Noun,3160
1161,இயல்பு,Adjectives,3161
1162,வாழ்க்கை,Noun,3162
1163,1949,Numerals,3163
1164,15-ல்,Numerals,3164
1165,புரட்சிகரம்,Adjectives,3165
1166,முன்னணி,Noun,3166
1167,மலைப்பிரதேசம்,Noun,3167
1168,பள்ளத்தாக்கு,Noun,3168
1169,கடை,Noun,3169
1170,வர்த்தகம்,Noun,3170
1171,மனிதன்,Noun,3171
1172,நேயம்,Noun,3172
1173,டாக்டர்,Noun,3173
1174,செவிலியர்,Noun,3174
1175,தாய்,Noun,3175
1176,சேய்,Noun,3176
1177,நலம்,Noun,3177
1178,125,Numerals,3178
1179,மேம்பாடு,Noun,3179
1180,கட்டடம்,Noun,3180
1181,திறப்பு,Noun,3181
1182,இதயம்,Noun,3182
1183,நோய்,Noun,3183
1184,கருப்பை,Noun,3184
1185,மார்பகம்,Noun,3185
1186,புற்றுநோய்,Noun,3186
1187,தடுப்பு,Noun,3187
1188,பணம்,Noun,3188
1189,ஒதுக்கு,Verb,3189
1190,முதன்முதல்,Noun,3190
1191,பயன்படுத்து,Verb,3191
1192,ஏன்,Adverb,3192
1193,இன்றைக்கு,Adverb,3193
1194,காரியம்,Noun,3194
1195,செலவழி,Verb,3195
1196,ஆங்காங்கே,Adverb,3196
1197,அது,Noun,3197
1198,பிறகு,Adverb,3198
1199,கொஞ்சம்,Adverb,3199
1200,75,Numerals,3200
1201,ஆற்று,Verb,3201
1202,மாத்திரம்,Adverb,3202
1203,பலன்,Verb,3203
1204,இத்தனை,Adverb,3204
1205,மருத்துவர்,Noun,3205
1206,பயன்,Verb,3206
1207,மருத்துவத்துறை,Noun,3207
1208,நண்பர்,Noun,3208
1209,கடமை,Noun,3209
1210,மனப்பான்மை,Noun,3210
1211,உணர்வு,Noun,3211
1212,காப்பாற்று,Verb,3212
1213,ஒத்துழைப்பு,Noun,3213
1214,ஒத்துழை,Verb,3214
1215,சாதாரணம்,Adjectives,3215
1216,சாமானிய,Adjectives,3216
1217,ஏழையெளிய,Adjectives,3217
1218,மனசாட்சி,Noun,3218
1219,மனிதாபிமானம்,Noun,3219
1220,ஆகவே,Adverb,3220
1221,மக்களவை,Noun,3221
1222,பலர்,Noun,3222
1223,உடல்,Noun,3223
1224,தாய்சேய்,Noun,3224
1225,அதற்கேற்ப,Adverb,3225
1226,உடல்நிலை,Noun,3226
1227,இங்கு,Adverb,3227
1228,சிகரம்,Noun,3228
1229,கோலாகலம்,Noun,3229
1230,நவம்,Noun,3230
1231,ஒன்பது,Numerals,3231
1232,செல்வம்,Noun,3232
1233,மகாலட்சுமி,Noun,3233
1234,வழிபடு,Verb,3234
1235,போரிடு,Verb,3235
1236,வாகை,Noun,3236
1237,சூடு,Adjectives,3237
1238,கைவினை,Noun,3238
1239,கலைஞர்,Noun,3239
1240,உழைப்பு,Noun,3240
1241,மதிப்பளி,Adjectives,3241
1242,திருநாளாம்,Adjectives,3242
1243,நற்காரியம்,Noun,3243
1244,அனைவர்,Noun,3244
1245,நன்னாள்,Noun,3245
1246,எல்லாம்,Adjectives,3246
1247,நலன்,Noun,3247
1248,வளம்,Noun,3248
1249,அமைதி,Noun,3249
1250,நல்லாட்சி,Noun,3250
1251,மலர்,Verb,3251
1252,மனமார்ந்த,Adjectives,3252
1253,நல்வாழ்த்து,Noun,3253
1254,தொழிலாளர்,Noun,3254
1255,இடதுசாரி,Noun,3255
1256,21,Numerals,3256
1257,கூட்டறிக்கை,Noun,3257
1258,நிர்வாகி,Noun,3258
1259,செயற்குழு,Noun,3259
1260,ஒப்பந்தம்,Noun,3260
1261,பேச்சுவார்த்தை,Noun,3261
1262,சுமூக,Adjectives,3262
1263,தீர்வு,Noun,3263
1264,காணப்படு,Verb,3264
1265,காண்,Verb,3265
1266,பன்னாடு,Noun,3266
1267,பழிவாங்கு,Verb,3267
1268,உடந்தை,Noun,3268
1269,சத்துணவு,Noun,3269
1270,ஏவு,Verb,3270
1271,இத்தகைய,Adjectives,3271
1272,மிகுந்த,Adjectives,3272
1273,எதிர்பார்ப்பு,Noun,3273
1274,இடை,Noun,3274
1275,அத்தியாயம்,Adverb,3275
1276,பல்கலை,Noun,3276
1277,வலுப்படுத்து,Verb,3277
1278,பிரகாசப்படுத்து,Verb,3278
1279,மட்டுமின்றி,Adverb,3279
1280,பயன்பெறு,Adjectives,3280
1281,உறுதுணை,Noun,3281
1282,பயனடை,Adjectives,3282
1283,விஷயம்,Noun,3283
1284,உருவெடு,Adjectives,3284
1285,சவால்,Noun,3285
1286,சமாளி,Verb,3286
1287,உத்தி,Noun,3287
1288,வகு,Verb,3288
1289,எதிர்காலம்,Noun,3289
1290,கண்டறி,Verb,3290
1291,அதற்குரிய,Adjectives,3291
1292,உதவிகரம்,Adverb,3292
1293,பரிமாறு,Verb,3293
1294,தெற்காசியா,Noun,3294
1295,குறி,Adjectives,3295
1296,பரிமாற்றம்,Noun,3296
1297,கட்டமைப்பு,Noun,3297
1298,ஆராய்,Verb,3298
1299,விரிவு,Adverb,3299
1300,சமூகம்,Noun,3300
1301,கா,Adjectives,3301
1302,குறிப்பாக,Adverb,3302
1303,பரிமாணம்,Noun,3303
1304,ஆக்க,Adjectives,3304
1305,அணு,Noun,3305
1306,சக்தி,Noun,3306
1307,கையெழுத்தாகு,Verb,3307
1308,அணுசக்தி,Noun,3308
1309,கையெழுத்து,Noun,3309
1310,ஆனதால்,Verb,3310
1311,அத்துறை,Noun,3311
1312,கூட்டாக,Adverb,3312
1313,உலை,Noun,3313
1314,தயாரி,Verb,3314
1315,விண்வெளி,Noun,3315
1316,நீராதாரம்,Noun,3316
1317,பருவம்,Noun,3317
1318,நிலவரம்,Noun,3318
1319,வானியல்,Noun,3319
1320,சேவை,Noun,3320
1321,உள்ளிட்டவை,Noun,3321
1322,வங்கி,Noun,3322
1323,அன்னியம்,Noun,3323
1324,செலாவணி,Noun,3324
1325,நிதியம்,Noun,3325
1326,அதிகமான,Adjectives,3326
1327,செயல்படுத்து,Verb,3327
1328,ஆர்வம்,Noun,3328
1329,மதச்சார்பின்மை,Noun,3329
1330,எப்படி,Adverb,3330
1331,எழுப்பு,Verb,3331
1332,நம்பகத்தன்மை,Noun,3332
1333,உக,Verb,3333
1334,அஞ்சு,Verb,3334
1335,வகுப்புவாதம்,Adjectives,3335
1336,முற்றுப்புள்ளி,Noun,3336
1337,ஜாதி,Noun,3337
1338,முன்னிறுத்து,Verb,3338
1339,லாபம்,Noun,3339
1340,நீதி,Noun,3340
1341,சமதர்மம்,Noun,3341
1342,சமம்,Adjectives,3342
1343,ஏழை,Noun,3343
1344,பணக்காரர்,Noun,3344
1345,ஹிந்து,Noun,3345
1346,முஸ்லிம்,Noun,3346
1347,சீக்கியர்,Noun,3347
1348,எல்லோர்,Noun,3348
1349,முத்திரை,Noun,3349
1350,குத்து,Verb,3350
1351,அதனால்,Adverb,3351
1352,தனித்து,Adverb,3352
1353,சிரமமானது,Verb,3353
1354,ஊரகம்,Noun,3354
1355,ஊழல்,Noun,3355
1356,துரதிருஷ்டவசம்,Adverb,3356
1357,தேவையுள்ளோர்,Noun,3357
1358,ஒப்பிடு,Adjectives,3358
1359,ஏராளமான,Adjectives,3359
1360,குடிபெயர்,Verb,3360
1361,பலப்படுத்து,Verb,3361
1362,பலன்கிட்டு,Verb,3362
1363,அதுபோல்,Adverb,3363
1364,தேங்கு,Verb,3364
1365,மீண்டும்,Adverb,3365
1366,ஓவர்,Noun,3366
1367,2009,Numerals,3367
1368,கௌரவம்,Noun,3368
1369,கமிஷனர்,Noun,3369
1370,நேரில்,Adverb,3370
1371,ஊடகம்,Noun,3371
1372,விளம்பரம்,Noun,3372
1373,ஒளிபரப்பு,Verb,3373
1374,ஆகியவற்றில்,Noun,3374
1375,470,Numerals,3375
1376,ஆவணம்,Noun,3376
1377,குற்றவியல்,Noun,3377
1378,409,Numerals,3378
1379,420,Numerals,3379
1380,468,Numerals,3380
1381,477,Numerals,3381
1382,120,Numerals,3382
1383,அநேகமாக,Adverb,3383
1384,நவம்பர்,Numerals,3384
1385,செல்லல்,Verb,3385
1386,காய்ச்சல்,Noun,3386
1387,93,Numerals,3387
1388,வயது,Noun,3388
1389,சீர்,Adverb,3389
1390,சுவாசம்,Noun,3390
1391,அவதிப்பட்டு,Verb,3391
1392,தேயிலை,Noun,3392
1393,தோட்டம்,Noun,3393
1394,வனத்தோட்டம்,Noun,3394
1395,2009-2010,Numerals,3395
1396,886,Numerals,3396
1397,275,Numerals,3397
1398,வழங்கிட்,Verb,3398
1399,118,Numerals,3399
1400,313,Numerals,3400
1401,359,Numerals,3401
1402,951,Numerals,3402
1403,96,Numerals,3403
1404,30,Numerals,3404
1405,அட்டவணை,Noun,3405
1406,இறுதிசெய்,Verb,3406
1407,பொற்கோயில்,Noun,3407
1408,பயணத்திட்டம்,Noun,3408
1409,சுற்றுப்பயணம்,Noun,3409
1410,தெரியவா,Verb,3410
1411,குழந்தை,Noun,3411
1412,உயிரிழப்பு,Noun,3412
1413,சிகிச்சை,Noun,3413
1414,86,Numerals,3414
1415,2002,Numerals,3415
1416,671,Numerals,3416
1417,மலேரியா,Noun,3417
1418,அடுத்ததாக,Adverb,3418
1419,நொய்டா,Noun,3419
1420,35,Numerals,3420
1421,தூக்கிடு,Verb,3421
1422,தற்கொலை,Noun,3422
1423,வழக்கம்போல்,Adverb,3423
1424,நள்ளிரவு,Noun,3424
1425,கணிப்பொறி,Noun,3425
1426,காவல்நிலையம்,Noun,3426
1427,மகள்,Noun,3427
1428,பெற்றோர்,Noun,3428
1429,எழுதிவை,Verb,3429
1430,கணவன்,Noun,3430
1431,அதற்காக,Adverb,3431
1432,ஜீவனாம்சம்,Noun,3432
1433,தொடு,Verb,3433
1434,பச்சையம்மாள்,Noun,3434
1435,மாதம்தோறும்,Adverb,3435
1436,நீதிபதி,Noun,3436
1437,மார்க்கண்டேயம்,Noun,3437
1438,அடங்கு,Adjectives,3438
1439,கொடுமை,Noun,3439
1440,2005,Numerals,3440
1441,வழக்காடு,Adjectives,3441
1442,வாதாடு,Verb,3442
1443,தங்கியிரு,Verb,3443
1444,தாம்பத்யம்,Noun,3444
1445,ஈடாக,Adverb,3445
1446,மனைவியர்,Noun,3446
1447,பூர்த்தி,Noun,3447
1448,1.,Numerals,3448
1449,ஆண்,Noun,3449
1450,துணைவர்,Noun,3450
1451,2.,Numerals,3451
1452,திருமணம்,Noun,3452
1453,எட்டியிரு,Verb,3453
1454,3.,Numerals,3454
1455,4.,Numerals,3455
1456,விருப்பப்படு,Verb,3456
1457,அங்கீகரி,Verb,3457
1458,நால்,Numerals,3458
1459,ஆடவன்,Noun,3459
1460,உறுதிபடு,Verb,3460
1461,இழப்பீடு,Noun,3461
1462,மசோதா,Noun,3462
1463,விதிமுறை,Noun,3463
1464,சற்று,Adverb,3464
1465,மாறுபடு,Verb,3465
1466,மாறுபாடு,Noun,3466
1467,இந்திய-அமெரிக்கா,Noun,3467
1468,நிபந்தனை,Noun,3468
1469,பொருந்து,Verb,3469
1470,மாற்றம்,Noun,3470
1471,விவகாரத்துறை,Noun,3471
1472,இணையமைச்சர்,Noun,3472
1473,வெளியுறவுத்துறை,Noun,3473
1474,துணையமைச்சர்,Noun,3474
1475,மேம்படு,Verb,3475
1476,சரிவரு,Adverb,3476
1477,நடைமுறை,Noun,3477
1478,பின்பற்று,Verb,3478
1479,தரம்,Noun,3479
1480,அதிகமாக,Adverb,3480
1481,உதிரி,Adjectives,3481
1482,பாகம்,Noun,3482
1483,ஏமாற்றத்துக்குள்ளாக்கு,Verb,3483
1484,எஞ்சு,Adjectives,3484
1485,ஆயுதம்,Noun,3485
1486,பரவல்,Noun,3486
1487,முக்கியமானவர்,Noun,3487
1488,தீவிரம்,Noun,3488
1489,சந்தேகம்,Adjectives,3489
1490,இருவழி,Noun,3490
1491,போல்,Verb,3491
1492,சங்கடம்,Noun,3492
1493,வரல்,Verb,3493
1494,தளவாடம்,Noun,3494
1495,காப்புரிமை,Noun,3495
1496,விதிமீறல்,Noun,3496
1497,ஒருங்கிணை,Verb,3497
1498,விவாதம்,Noun,3498
1499,முள்ளிவாய்க்கால்,Noun,3499
1500,மட்டுமல்லாமல்,Adverb,3500
1501,வெடிபொருள்,Noun,3501
1502,ஜாக்கெட்டு,Noun,3502
1503,மாறு,Verb,3503
1504,படையினர்,Noun,3504
1505,செயலிழ,Verb,3505
1506,தோற்கடி,Adjectives,3506
1507,இதுபோன்ற,Adjectives,3507
1508,எந்தவிதத்,Adjectives,3508
1509,சந்தேகி,Verb,3509
1510,ராணுவத்தினர்,Noun,3510
1511,அவசரம்,Noun,3511
1512,பிரகடனம்,Noun,3512
1513,பயமுறுத்து,Verb,3513
1514,வேண்டியவை,Verb,3514
1515,ஏராளம்,Noun,3515
1516,எப்போதைக்கு,Adverb,3516
1517,சாத்தியம்,Noun,3517
1518,தூண்டுதல்,Noun,3518
1519,யோசனை,Noun,3519
1520,சீர்திருத்த,Adjectives,3520
1521,சொல்,Verb,3521
1522,1995ல்,Numerals,3522
1523,அப்போதைய,Adjectives,3523
1524,பொதுச்சபை,Noun,3524
1525,மலேசியா,Noun,3525
1526,நாட்டவர்,Noun,3526
1527,வரைவு,Noun,3527
1528,பின்தங்கு,Verb,3528
1529,1992-96ல்,Numerals,3529
1530,ஜெர்மனி,Noun,3530
1531,அதாவது,Adverb,3531
1532,அணுஉலை,Noun,3532
1533,கூடம்,Noun,3533
1534,படிப்படி,Noun,3534
1535,2022,Numerals,3535
1536,gஎர்மனி,Noun,3536
